Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Mes,Customer_Id,Customer_Name,City,State,Region,Delivery_Id,Services,P_Sevice,D_Forecast,D_Date,Status
1875,2025-05-07 01:29:51,0.0533,1079.0,1044.39,Boleto,Confirmado,Maio,C01875,Dra. Maria Julia Correia,São Luís,MA,Nordeste,D01875,Standard,22.9,2025-04-29 02:13:29,2025-04-30 02:13:29,Atrasado
1877,2025-04-09 18:23:17,0.0795,9149.97,8465.45,Debito,Confirmado,Abril,C01877,Srta. Ana Beatriz da Mota,Cantá,RR,Norte,D01877,Same-Day,42.9,2025-04-21 21:50:55,2025-04-24 21:50:55,Entregue
1885,2025-03-05 10:59:29,0.0607,71.6,90.15,PIX,Confirmado,Março,C01885,Camila Campos,Manacapuru,AM,Norte,D01885,Standard,22.9,2025-05-06 09:23:14,2025-05-10 09:23:14,A Caminho
1886,2025-03-21 05:32:17,0.016,4604.0,4553.24,PIX,Confirmado,Março,C01886,Joaquim Fernandes,Juazeiro do Norte,CE,Nordeste,D01886,Standard,22.9,2025-04-20 20:16:09,2025-04-20 20:16:09,Trânsito
1889,2025-05-11 08:54:52,0.107,5937.3,5344.91,Boleto,Confirmado,Maio,C01889,Kevin da Mota,Brasiléia,AC,Norte,D01889,Same-Day,42.9,2025-05-05 13:35:08,2025-05-07 13:35:08,Entregue
1891,2025-04-07 01:34:20,0.0025,4288.0,4300.18,Boleto,Confirmado,Abril,C01891,Eduardo Oliveira,Ribeirão Preto,SP,Sudeste,D01891,Standard,22.9,2025-05-13 14:55:40,2025-05-15 14:55:40,Atrasado
1911,2025-04-07 06:17:32,0.1336,259.72,267.92,Credito,Confirmado,Abril,C01911,Stephany Pinto,Nova Iguaçu,RJ,Sudeste,D01911,Same-Day,42.9,2025-04-21 15:13:13,2025-04-23 15:13:13,A Caminho
1918,2025-04-06 06:14:58,0.1386,497.97,471.85,PIX,Confirmado,Abril,C01918,Joaquim Ribeiro,Serra,ES,Sudeste,D01918,Same-Day,42.9,2025-04-21 14:41:19,2025-04-21 14:41:19,Trânsito
1921,2025-05-05 16:46:58,0.0831,4879.71,4497.11,Boleto,Confirmado,Maio,C01921,Luna Almeida,Juiz de Fora,MG,Sudeste,D01921,Standard,22.9,2025-04-16 07:51:18,2025-04-21 07:51:18,Atrasado
1922,2025-03-22 04:03:15,0.1036,149.7,157.09,Boleto,Confirmado,Março,C01922,Renan da Luz,Juazeiro do Norte,CE,Nordeste,D01922,Standard,22.9,2025-04-23 04:15:25,2025-04-28 04:15:25,A Caminho
1926,2025-03-03 14:57:34,0.0885,3796.0,3502.95,PIX,Confirmado,Março,C01926,Ian Moreira,Patos,PB,Nordeste,D01926,Same-Day,42.9,2025-04-19 10:37:37,2025-04-24 10:37:37,Entregue
1929,2025-04-28 11:04:47,0.1395,99.8,108.78,Boleto,Confirmado,Abril,C01929,Murilo da Paz,Tocantinópolis,TO,Norte,D01929,Standard,22.9,2025-04-13 15:11:59,2025-04-17 15:11:59,Entregue
1935,2025-05-08 12:49:51,0.032,49.9,91.2,Credito,Confirmado,Maio,C01935,Luna Aragão,Brasiléia,AC,Norte,D01935,Same-Day,42.9,2025-04-19 09:45:29,2025-04-20 09:45:29,Entregue
1941,2025-03-24 15:27:14,0.1147,12199.96,10833.61,Boleto,Confirmado,Março,C01941,João Rezende,Recife,PE,Nordeste,D01941,Scheduled,32.99,2025-05-14 17:31:12,2025-05-14 17:31:12,Trânsito
1946,2025-03-25 02:09:52,0.1207,3216.0,2850.73,Debito,Confirmado,Março,C01946,Vinicius Sales,São Luís,MA,Nordeste,D01946,Standard,22.9,2025-05-12 09:05:54,2025-05-15 09:05:54,A Caminho
1947,2025-04-06 00:32:00,0.1187,49.9,76.97,PIX,Confirmado,Abril,C01947,Henrique da Mata,Nova Iguaçu,RJ,Sudeste,D01947,Scheduled,32.99,2025-05-06 20:27:54,2025-05-11 20:27:54,Trânsito
1950,2025-03-10 19:50:53,0.0326,2144.0,2107.1,Debito,Confirmado,Março,C01950,Luiz Miguel da Conceição,Belém,PA,Norte,D01950,Scheduled,32.99,2025-04-18 00:10:57,2025-04-23 00:10:57,Trânsito
1953,2025-04-03 09:43:39,0.1233,1798.0,1619.21,Debito,Confirmado,Abril,C01953,Eduarda da Costa,São Gonçalo,RJ,Sudeste,D01953,Same-Day,42.9,2025-04-29 23:41:30,2025-05-01 23:41:30,Trânsito
1954,2025-04-25 23:04:48,0.0873,7916.4,7248.2,Credito,Confirmado,Abril,C01954,Lucas Gabriel Gonçalves,Sobral,CE,Nordeste,D01954,Standard,22.9,2025-05-09 06:25:03,2025-05-14 06:25:03,Trânsito
1962,2025-04-19 02:02:59,0.0043,249.82,271.65,Debito,Confirmado,Abril,C01962,Júlia Cavalcanti,Belém,PA,Norte,D01962,Standard,22.9,2025-04-25 07:31:55,2025-04-29 07:31:55,Trânsito
1963,2025-03-10 05:16:25,0.1366,215.6,229.05,Debito,Confirmado,Março,C01963,Stephany Almeida,Santo André,SP,Sudeste,D01963,Same-Day,42.9,2025-05-14 19:10:03,2025-05-14 19:10:03,A Caminho
1968,2025-03-13 17:20:35,0.0428,5937.3,5706.08,Boleto,Confirmado,Março,C01968,Lara Barbosa,Gravataí,RS,Sul,D01968,Standard,22.9,2025-05-06 17:59:46,2025-05-07 17:59:46,Atrasado
1969,2025-04-20 09:15:32,0.0936,4316.0,3954.92,Boleto,Confirmado,Abril,C01969,Yuri da Costa,Cascavel,PR,Sul,D01969,Same-Day,42.9,2025-04-17 21:16:05,2025-04-22 21:16:05,Entregue
1972,2025-04-23 20:16:53,0.0489,10968.52,10455.06,Boleto,Confirmado,Abril,C01972,Maria Julia Duarte,Caicó,RN,Nordeste,D01972,Standard,22.9,2025-04-21 23:00:30,2025-04-22 23:00:30,A Caminho
1979,2025-05-07 18:24:03,0.0963,3796.0,3463.44,Boleto,Confirmado,Maio,C01979,Ana Carolina Rezende,Porto Velho,RO,Norte,D01979,Scheduled,32.99,2025-04-25 01:15:14,2025-04-28 01:15:14,Entregue
1982,2025-04-20 19:53:14,0.1472,3253.14,2797.18,PIX,Confirmado,Abril,C01982,Leandro Castro,Feira de Santana,BA,Nordeste,D01982,Standard,22.9,2025-05-12 10:28:25,2025-05-16 10:28:25,Atrasado
1987,2025-05-02 03:45:50,0.1405,174.9,183.32,Boleto,Confirmado,Maio,C01987,Dra. Maria Porto,São Bernardo do Campo,SP,Sudeste,D01987,Scheduled,32.99,2025-04-17 13:12:04,2025-04-21 13:12:04,A Caminho
1989,2025-04-05 04:58:21,0.0866,1715.96,1610.26,Debito,Confirmado,Abril,C01989,Sr. Leandro Lima,Maringá,PR,Sul,D01989,Same-Day,42.9,2025-04-24 11:51:40,2025-04-24 11:51:40,A Caminho
1994,2025-03-29 05:15:29,0.1127,769.9,716.12,Debito,Confirmado,Março,C01994,Samuel Fernandes,Blumenau,SC,Sul,D01994,Scheduled,32.99,2025-05-06 17:32:53,2025-05-06 17:32:53,Entregue
1997,2025-05-12 22:02:18,0.0577,769.9,748.38,Debito,Confirmado,Maio,C01997,Guilherme Alves,Nossa Senhora,SE,Nordeste,D01997,Standard,22.9,2025-04-23 23:56:49,2025-04-28 23:56:49,Atrasado
